Município;IMEI1;IMEI2;Marca;Modelo;Capacidade;Entrega;Local de Uso;Situação; Patrimonio
Alto Paraná;633518000000000;504094000000000;Apple;iPhone 13;128GB;Alto Paraná;Escola do município Alto Paraná;Roubado;209
Alto Paraná;475294000000000;857191000000000;Motorola;Moto G53;128GB;Alto Paraná;Escola do município Alto Paraná;Inservível;210
Alto Piquiri;854821000000000;609760000000000;Motorola;Edge 40;256GB;Alto Piquiri;Escola do município Alto Piquiri;Danificado;211
Alto Piquiri;890602000000000;423892000000000;Motorola;Edge 40;256GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;212
Alto Piquiri;909826000000000;693101000000000;Philco;Hit P10;128GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;213
Alto Piquiri;650260000000000;729144000000000;Multilaser;G Max 2;64GB;Alto Piquiri;Escola do município Alto Piquiri;Em uso;214
Alto Piquiri;585505000000000;962663000000000;Motorola;Edge 40;256GB;Alto Piquiri;Escola do município Alto Piquiri;Danificado;215
Alto Piquiri;326786000000000;104778000000000;Apple;iPhone 13;128GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;216
Alto Piquiri;242805000000000;367427000000000;Motorola;Edge 40;256GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;217
Alto Piquiri;458355000000000;468784000000000;Samsung;Galaxy S23;256GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;218
Alto Piquiri;285025000000000;385348000000000;Motorola;Moto G53;128GB;Alto Piquiri;Escola do município Alto Piquiri;Danificado;219
Alto Piquiri;222524000000000;228984000000000;Philco;Hit P10;128GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;220
Alto Piquiri;770395000000000;286057000000000;Motorola;Edge 40;256GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;221
Alto Piquiri;592618000000000;475437000000000;Multilaser;G Max 2;64GB;Alto Piquiri;Escola do município Alto Piquiri;Em uso;222
Alto Piquiri;430868000000000;113343000000000;Xiaomi;Redmi Note 12;128GB;Alto Piquiri;Escola do município Alto Piquiri;Danificado;223
Alto Piquiri;327149000000000;788109000000000;Xiaomi;Poco X5;256GB;Alto Piquiri;Escola do município Alto Piquiri;Em uso;224
Alto Piquiri;384736000000000;565879000000000;Samsung;Galaxy A14;128GB;Alto Piquiri;Escola do município Alto Piquiri;Em uso;225
Alto Piquiri;120555000000000;563696000000000;Samsung;Galaxy A14;128GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;226
Alto Piquiri;449949000000000;465009000000000;Multilaser;G Max 2;64GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;227
Alto Piquiri;995816000000000;175952000000000;Philco;Hit P10;128GB;Alto Piquiri;Escola do município Alto Piquiri;Danificado;228
Alto Piquiri;290264000000000;878355000000000;Samsung;Galaxy S23;256GB;Alto Piquiri;Escola do município Alto Piquiri;Danificado;229
Alto Piquiri;289706000000000;277155000000000;Apple;iPhone 13;128GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;230
Alto Piquiri;638450000000000;796350000000000;Samsung;Galaxy S23;256GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;231
Alto Piquiri;753316000000000;277132000000000;Samsung;Galaxy A14;128GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;232
Alto Piquiri;816142000000000;221579000000000;Philco;Hit P10;128GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;233
Alto Piquiri;342079000000000;381469000000000;Apple;iPhone 15 Pro;256GB;Alto Piquiri;Escola do município Alto Piquiri;Em uso;234
Alto Piquiri;314238000000000;684030000000000;Motorola;Moto G53;128GB;Alto Piquiri;Escola do município Alto Piquiri;Em uso;235
Alto Piquiri;605794000000000;863336000000000;Apple;iPhone 13;128GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;236
Alto Piquiri;305651000000000;978894000000000;Apple;iPhone 15 Pro;256GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;237
Alto Piquiri;185509000000000;656769000000000;Xiaomi;Poco X5;256GB;Alto Piquiri;Escola do município Alto Piquiri;Danificado;238
Alto Piquiri;339254000000000;489004000000000;Philco;Hit P10;128GB;Alto Piquiri;Escola do município Alto Piquiri;Inservível;239
Alto Piquiri;609563000000000;876180000000000;Multilaser;G Max 2;64GB;Alto Piquiri;Escola do município Alto Piquiri;Roubado;240
Altônia;702177000000000;519679000000000;Xiaomi;Poco X5;256GB;Altônia;Escola do município Altônia;Inservível;241
Altônia;395847000000000;717407000000000;Xiaomi;Poco X5;256GB;Altônia;Escola do município Altônia;Danificado;242
Altônia;894979000000000;297015000000000;Apple;iPhone 13;128GB;Altônia;Escola do município Altônia;Em uso;243
Altônia;422937000000000;993150000000000;Xiaomi;Redmi Note 12;128GB;Altônia;Escola do município Altônia;Danificado;244
Altônia;223262000000000;668175000000000;Motorola;Moto G53;128GB;Altônia;Escola do município Altônia;Inservível;245
Altônia;105339000000000;632368000000000;Multilaser;G Max 2;64GB;Altônia;Escola do município Altônia;Inservível;246
Altônia;679261000000000;917768000000000;Samsung;Galaxy A14;128GB;Altônia;Escola do município Altônia;Inservível;247
Altônia;558443000000000;176768000000000;Apple;iPhone 15 Pro;256GB;Altônia;Escola do município Altônia;Danificado;248
Altônia;357296000000000;212205000000000;Multilaser;G Max 2;64GB;Altônia;Escola do município Altônia;Danificado;249
Altônia;711441000000000;806589000000000;Motorola;Edge 40;256GB;Altônia;Escola do município Altônia;Roubado;250
Altônia;885682000000000;603672000000000;Samsung;Galaxy A14;128GB;Altônia;Escola do município Altônia;Em uso;251
Altônia;979166000000000;238699000000000;Multilaser;G Max 2;64GB;Altônia;Escola do município Altônia;Danificado;252
Altônia;391390000000000;221885000000000;Apple;iPhone 13;128GB;Altônia;Escola do município Altônia;Danificado;253
Altônia;903424000000000;576606000000000;Motorola;Moto G53;128GB;Altônia;Escola do município Altônia;Em uso;254
Altônia;254931000000000;889525000000000;Samsung;Galaxy A14;128GB;Altônia;Escola do município Altônia;Em uso;255
Altônia;141507000000000;893387000000000;Apple;iPhone 15 Pro;256GB;Altônia;Escola do município Altônia;Inservível;256
Altônia;360457000000000;236924000000000;Xiaomi;Poco X5;256GB;Altônia;Escola do município Altônia;Em uso;257
Altônia;447790000000000;747147000000000;Samsung;Galaxy S23;256GB;Altônia;Escola do município Altônia;Danificado;258
Altônia;667736000000000;197810000000000;Philco;Hit P10;128GB;Altônia;Escola do município Altônia;Inservível;259
Altônia;320480000000000;639684000000000;Xiaomi;Redmi Note 12;128GB;Altônia;Escola do município Altônia;Danificado;260
Altônia;857463000000000;733850000000000;Xiaomi;Redmi Note 12;128GB;Altônia;Escola do município Altônia;Em uso;261
Altônia;247115000000000;305684000000000;Apple;iPhone 13;128GB;Altônia;Escola do município Altônia;Danificado;262
Altônia;105029000000000;649209000000000;Philco;Hit P10;128GB;Altônia;Escola do município Altônia;Em uso;263
Altônia;879293000000000;568836000000000;Apple;iPhone 13;128GB;Altônia;Escola do município Altônia;Danificado;264
Altônia;819719000000000;367818000000000;Samsung;Galaxy A14;128GB;Altônia;Escola do município Altônia;Roubado;265
Altônia;859632000000000;707636000000000;Motorola;Moto G53;128GB;Altônia;Escola do município Altônia;Danificado;266
Altônia;176392000000000;818881000000000;Multilaser;G Max 2;64GB;Altônia;Escola do município Altônia;Em uso;267
Altônia;207797000000000;394283000000000;Samsung;Galaxy S23;256GB;Altônia;Escola do município Altônia;Inservível;268
Altônia;651584000000000;591682000000000;Samsung;Galaxy A14;128GB;Altônia;Escola do município Altônia;Roubado;269
Altônia;510904000000000;657738000000000;Samsung;Galaxy S23;256GB;Altônia;Escola do município Altônia;Roubado;270
Alvorada do Sul;694224000000000;441137000000000;Xiaomi;Redmi Note 12;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;271
Alvorada do Sul;525696000000000;332963000000000;Philco;Hit P10;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;272
Alvorada do Sul;363709000000000;761416000000000;Xiaomi;Redmi Note 12;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Em uso;273
Alvorada do Sul;874365000000000;948631000000000;Apple;iPhone 15 Pro;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Em uso;274
Alvorada do Sul;251873000000000;867568000000000;Philco;Hit P10;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Em uso;275
Alvorada do Sul;942731000000000;281707000000000;Apple;iPhone 13;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Em uso;276
Alvorada do Sul;846971000000000;499410000000000;Motorola;Edge 40;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;277
Alvorada do Sul;124846000000000;750054000000000;Apple;iPhone 13;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Roubado;278
Alvorada do Sul;183598000000000;687329000000000;Multilaser;G Max 2;64GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;279
Alvorada do Sul;757043000000000;473291000000000;Apple;iPhone 15 Pro;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;280
Alvorada do Sul;795961000000000;103305000000000;Samsung;Galaxy S23;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;281
Alvorada do Sul;520301000000000;537330000000000;Samsung;Galaxy A14;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;282
Alvorada do Sul;579239000000000;569981000000000;Samsung;Galaxy A14;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;283
Alvorada do Sul;704037000000000;380886000000000;Samsung;Galaxy S23;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Em uso;284
Alvorada do Sul;868312000000000;660307000000000;Philco;Hit P10;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;285
Alvorada do Sul;558009000000000;468833000000000;Xiaomi;Redmi Note 12;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Roubado;286
Alvorada do Sul;427914000000000;472291000000000;Xiaomi;Redmi Note 12;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Roubado;287
Alvorada do Sul;527503000000000;170298000000000;Motorola;Moto G53;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;288
Alvorada do Sul;371036000000000;132482000000000;Xiaomi;Poco X5;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;289
Alvorada do Sul;625782000000000;660166000000000;Motorola;Moto G53;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;290
Alvorada do Sul;127426000000000;936550000000000;Motorola;Edge 40;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Em uso;291
Alvorada do Sul;664723000000000;298520000000000;Multilaser;G Max 2;64GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;292
Alvorada do Sul;894232000000000;573945000000000;Samsung;Galaxy A14;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Roubado;293
Alvorada do Sul;519038000000000;143523000000000;Motorola;Moto G53;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;294
Alvorada do Sul;988274000000000;294036000000000;Samsung;Galaxy A14;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;295
Alvorada do Sul;916022000000000;469131000000000;Motorola;Edge 40;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Em uso;296
Alvorada do Sul;212017000000000;384723000000000;Motorola;Edge 40;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Danificado;297
Alvorada do Sul;318709000000000;445421000000000;Xiaomi;Redmi Note 12;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;298
Alvorada do Sul;537785000000000;129731000000000;Motorola;Edge 40;256GB;Alvorada do Sul;Escola do município Alvorada do Sul;Roubado;299
Alvorada do Sul;648240000000000;715688000000000;Samsung;Galaxy A14;128GB;Alvorada do Sul;Escola do município Alvorada do Sul;Inservível;300
Amaporã;170994000000000;531209000000000;Samsung;Galaxy S23;256GB;Amaporã;Escola do município Amaporã;Em uso;301
Amaporã;372240000000000;615580000000000;Samsung;Galaxy S23;256GB;Amaporã;Escola do município Amaporã;Danificado;302
Amaporã;577628000000000;846714000000000;Samsung;Galaxy S23;256GB;Amaporã;Escola do município Amaporã;Em uso;303
Amaporã;560210000000000;574653000000000;Multilaser;G Max 2;64GB;Amaporã;Escola do município Amaporã;Em uso;304
Amaporã;600265000000000;104977000000000;Xiaomi;Redmi Note 12;128GB;Amaporã;Escola do município Amaporã;Danificado;305
Amaporã;380240000000000;183016000000000;Multilaser;G Max 2;64GB;Amaporã;Escola do município Amaporã;Roubado;306
Amaporã;327228000000000;907164000000000;Multilaser;G Max 2;64GB;Amaporã;Escola do município Amaporã;Inservível;307
Amaporã;819714000000000;564128000000000;Motorola;Edge 40;256GB;Amaporã;Escola do município Amaporã;Em uso;308
Amaporã;139155000000000;979032000000000;Xiaomi;Redmi Note 12;128GB;Amaporã;Escola do município Amaporã;Em uso;309
Amaporã;355050000000000;877284000000000;Motorola;Edge 40;256GB;Amaporã;Escola do município Amaporã;Em uso;310
Amaporã;499908000000000;949178000000000;Xiaomi;Redmi Note 12;128GB;Amaporã;Escola do município Amaporã;Em uso;311
Amaporã;650655000000000;918255000000000;Motorola;Moto G53;128GB;Amaporã;Escola do município Amaporã;Inservível;312
Amaporã;893462000000000;397203000000000;Samsung;Galaxy S23;256GB;Amaporã;Escola do município Amaporã;Danificado;313
Amaporã;397744000000000;695378000000000;Motorola;Moto G53;128GB;Amaporã;Escola do município Amaporã;Em uso;314
Amaporã;362022000000000;265349000000000;Multilaser;G Max 2;64GB;Amaporã;Escola do município Amaporã;Roubado;315
Amaporã;416423000000000;556105000000000;Samsung;Galaxy A14;128GB;Amaporã;Escola do município Amaporã;Inservível;316
Amaporã;380613000000000;955583000000000;Multilaser;G Max 2;64GB;Amaporã;Escola do município Amaporã;Roubado;317
Amaporã;395124000000000;346085000000000;Samsung;Galaxy S23;256GB;Amaporã;Escola do município Amaporã;Inservível;318
Amaporã;390889000000000;975260000000000;Apple;iPhone 13;128GB;Amaporã;Escola do município Amaporã;Inservível;319
Amaporã;909433000000000;556137000000000;Xiaomi;Poco X5;256GB;Amaporã;Escola do município Amaporã;Roubado;320
Amaporã;374738000000000;329536000000000;Samsung;Galaxy A14;128GB;Amaporã;Escola do município Amaporã;Em uso;321
Amaporã;602927000000000;416986000000000;Philco;Hit P10;128GB;Amaporã;Escola do município Amaporã;Danificado;322
Amaporã;392158000000000;908992000000000;Motorola;Edge 40;256GB;Amaporã;Escola do município Amaporã;Em uso;323
Amaporã;639072000000000;801348000000000;Apple;iPhone 15 Pro;256GB;Amaporã;Escola do município Amaporã;Inservível;324
Amaporã;349809000000000;396528000000000;Samsung;Galaxy S23;256GB;Amaporã;Escola do município Amaporã;Roubado;325
Amaporã;676424000000000;423355000000000;Motorola;Moto G53;128GB;Amaporã;Escola do município Amaporã;Em uso;326
Amaporã;118824000000000;142679000000000;Motorola;Edge 40;256GB;Amaporã;Escola do município Amaporã;Roubado;327
Amaporã;621272000000000;673011000000000;Multilaser;G Max 2;64GB;Amaporã;Escola do município Amaporã;Danificado;328
Amaporã;814604000000000;653751000000000;Samsung;Galaxy S23;256GB;Amaporã;Escola do município Amaporã;Em uso;329
Amaporã;405265000000000;114313000000000;Samsung;Galaxy A14;128GB;Amaporã;Escola do município Amaporã;Danificado;330
Ampére;328022000000000;545269000000000;Apple;iPhone 15 Pro;256GB;Ampére;Escola do município Ampére;Inservível;331
Ampére;450109000000000;810724000000000;Motorola;Moto G53;128GB;Ampére;Escola do município Ampére;Danificado;332
Ampére;887631000000000;438904000000000;Xiaomi;Redmi Note 12;128GB;Ampére;Escola do município Ampére;Inservível;333
Ampére;793754000000000;857161000000000;Apple;iPhone 15 Pro;256GB;Ampére;Escola do município Ampére;Inservível;334
Ampére;158591000000000;633331000000000;Xiaomi;Poco X5;256GB;Ampére;Escola do município Ampére;Danificado;335
Ampére;361359000000000;411792000000000;Philco;Hit P10;128GB;Ampére;Escola do município Ampére;Roubado;336
Ampére;465264000000000;102002000000000;Multilaser;G Max 2;64GB;Ampére;Escola do município Ampére;Danificado;337
Ampére;199269000000000;737013000000000;Philco;Hit P10;128GB;Ampére;Escola do município Ampére;Roubado;338
Ampére;568513000000000;638812000000000;Multilaser;G Max 2;64GB;Ampére;Escola do município Ampére;Danificado;339
Ampére;431862000000000;369571000000000;Apple;iPhone 13;128GB;Ampére;Escola do município Ampére;Roubado;340
Ampére;496889000000000;446030000000000;Multilaser;G Max 2;64GB;Ampére;Escola do município Ampére;Em uso;341
Ampére;798142000000000;913624000000000;Xiaomi;Redmi Note 12;128GB;Ampére;Escola do município Ampére;Inservível;342
Ampére;521355000000000;727194000000000;Apple;iPhone 13;128GB;Ampére;Escola do município Ampére;Danificado;343
Ampére;782281000000000;228920000000000;Motorola;Edge 40;256GB;Ampére;Escola do município Ampére;Roubado;344
Ampére;503022000000000;665578000000000;Samsung;Galaxy S23;256GB;Ampére;Escola do município Ampére;Inservível;345
